"","gene_symbols","IST-MES1","MPP-89","MSTO-211H","NCI-H2052","NCI-H226","NCI-H2369","NCI-H2373","NCI-H2452","NCI-H2461","NCI-H2591","NCI-H2595","NCI-H2722","NCI-H2731","NCI-H2795","NCI-H28","NCI-H2803","NCI-H2804","NCI-H2810","NCI-H2818","NCI-H2869","NCI-H290"
"13167","MYOC","2.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","1.0","5.0","2.0","4.0","3.0","5.0"
"13168","MYOCD","4.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","4.0","1.0","4.0","4.0","2.0","2.0","3.0","2.0","2.0","5.0","4.0","2.0","5.0"
"13169","MYOD1","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"13170","MYOF","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13171","MYOG","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13172","MYOM1","2.0","2.0","4.0","3.0","2.0","5.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0"
"13173","MYOM2","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","2.0","2.0","3.0","1.0","4.0","2.0","3.0","1.0","4.0"
"13174","MYOM3","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","4.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13175","MYORG","2.0","2.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","3.0","1.0","2.0","4.0","3.0","2.0","4.0"
"13176","MYOT","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","4.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"13177","MYOZ1","3.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13178","MYOZ2","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"13179","MYOZ3","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"13180","MYPN","3.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13181","MYPOP","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13182","MYRF","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13183","MYRFL","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13184","MYRIP","2.0","3.0","3.0","4.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"13185","MYSM1","3.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","1.0","4.0"
"13186","MYT1","4.0","4.0","3.0","5.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13187","MYT1L","2.0","3.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13188","MZF1","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13189","MZT1","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","3.0"
"13190","MZT2A","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13191","MZT2B","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","5.0","3.0","2.0","5.0","2.0","4.0","3.0","4.0","2.0","3.0"
"13192","N4BP1","3.0","2.0","6.0","4.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","4.0"
"13193","N4BP2","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"13194","N4BP2L1","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"13195","N4BP2L2","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"13196","N4BP3","4.0","2.0","4.0","4.0","2.0","4.0","1.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"13197","N6AMT1","3.0","2.0","3.0","3.0","2.0","3.0","2.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","4.0","4.0","2.0","3.0"
"13198","NAA10","4.0","3.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13199","NAA11","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"13200","NAA15","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"13201","NAA16","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"13202","NAA20","4.0","3.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"13203","NAA25","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13204","NAA30","4.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"13205","NAA35","3.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"13206","NAA38","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","4.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13207","NAA40","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13208","NAA50","4.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"13209","NAA60","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","4.0","3.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"13210","NAAA","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"13211","NAALAD2","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13212","NAALADL1","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13213","NAALADL2","4.0","3.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"13214","NAB1","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","2.0"
"13215","NAB2","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13216","NABP1","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","2.0"
"13217","NABP2","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13218","NACA","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13219","NACA2","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","3.0","3.0","3.0","6.0","2.0","4.0","4.0","4.0","2.0","4.0"
"13220","NACA3P","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"13221","NACAD","4.0","2.0","4.0","3.0","3.0","6.0","2.0","4.0","9.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0"
"13222","NACAP1","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"13223","NACC1","4.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"13224","NACC2","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","3.0","4.0","2.0","4.0"
"13225","NADK","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"13226","NADK2","4.0","4.0","4.0","6.0","2.0","6.0","2.0","4.0","8.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","5.0","4.0","4.0","2.0","4.0"
"13227","NADSYN1","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13228","NAE1","3.0","2.0","5.0","4.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","4.0"
"13229","NAF1","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0"
"13230","NAGA","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","4.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13231","NAGK","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"13232","NAGLU","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"13233","NAGPA","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"13234","NAGS","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"13235","NAIF1","3.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"13236","NAIP","3.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0"
"13237","NALCN","4.0","3.0","3.0","6.0","2.0","2.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","4.0","2.0","2.0","2.0","3.0"
"13238","NAMPT","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"13239","NAMPTP1","3.0","2.0","3.0","4.0","2.0","4.0","2.0","6.0","5.0","1.0","1.0","4.0","3.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0"
"13240","NANOG","3.0","2.0","4.0","4.0","2.0","3.0","1.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","4.0"
"13241","NANOGNB","3.0","2.0","4.0","4.0","2.0","3.0","1.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","4.0"
"13242","NANOGP1","3.0","2.0","4.0","4.0","2.0","3.0","1.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","1.0","4.0"
"13243","NANOGP8","2.0","2.0","3.0","4.0","1.0","4.0","2.0","4.0","5.0","1.0","3.0","2.0","2.0","2.0","5.0","1.0","3.0","2.0","4.0","2.0","3.0"
"13244","NANOS1","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13245","NANOS2","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13246","NANOS3","4.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"13247","NANP","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"13248","NANS","3.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","6.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","4.0","4.0","2.0","4.0"
"13249","NAP1L1","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","5.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13250","NAP1L1P1","3.0","1.0","3.0","5.0","2.0","3.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13251","NAP1L1P2","0.0","2.0","3.0","0.0","1.0","2.0","0.0","2.0","3.0","1.0","1.0","0.0","0.0","1.0","2.0","0.0","2.0","3.0","2.0","0.0","2.0"
"13252","NAP1L1P3","4.0","2.0","4.0","4.0","1.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"13253","NAP1L2","4.0","1.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13254","NAP1L3","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13255","NAP1L4","3.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","4.0","2.0","4.0","1.0","3.0"
"13256","NAP1L4P1","3.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","4.0"
"13257","NAP1L4P2","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13258","NAP1L4P3","2.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0"
"13259","NAP1L5","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0"
"13260","NAP1L6","4.0","1.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13261","NAPA","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13262","NAPB","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"13263","NAPEPLD","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"13264","NAPG","2.0","2.0","4.0","3.0","2.0","5.0","2.0","4.0","5.0","2.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"13265","NAPRT","5.0","2.0","6.0","6.0","2.0","4.0","2.0","4.0","8.0","2.0","3.0","4.0","2.0","3.0","3.0","1.0","6.0","4.0","2.0","2.0","3.0"
"13266","NAPSA","4.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13267","NAPSB","4.0","3.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"13268","NARF","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13269","NARFL","3.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"13270","NARS","2.0","2.0","4.0","3.0","2.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","3.0"
"13271","NARS2","3.0","1.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"13272","NASP","3.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","4.0"
"13273","NAT1","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","1.0","4.0"
"13274","NAT2","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","1.0","4.0"
"13275","NAT6","2.0","3.0","3.0","3.0","1.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"13276","NAT8","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"13277","NAT8L","3.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"13278","NAT9","4.0","2.0","4.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13279","NAT10","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"13280","NAT14","4.0","3.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13281","NAT16","4.0","2.0","4.0","2.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","3.0"
"13282","NATD1","4.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","4.0"
"13283","NAV1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13284","NAV2","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"13285","NAV3","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","5.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"13286","NAXD","4.0","3.0","3.0","5.0","2.0","2.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","4.0","2.0","2.0","2.0","3.0"
"13287","NAXE","2.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13288","NBAS","2.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","5.0","3.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","4.0"
"13289","NBEA","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","5.0","1.0","3.0","3.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"13290","NBEA-AS1","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","5.0","1.0","3.0","3.0","2.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"13291","NBEAL1","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"13292","NBEAL2","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"13293","NBEAP3","4.0","3.0","5.0","4.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"13294","NBL1","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"13295","NBN","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","5.0","4.0","3.0","2.0","4.0"
"13296","NBPF1","1.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","4.0","2.0","3.0","3.0","4.0","1.0","2.0"
"13297","NBPF2P","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"13298","NBPF3","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"13299","NBPF4","3.0","4.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","1.0","3.0"
"13300","NBPF5P","3.0","4.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","1.0","3.0"
"13301","NBPF6","3.0","4.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","3.0","3.0","4.0","1.0","3.0"
"13302","NBPF7","3.0","4.0","4.0","3.0","2.0","2.0","1.0","2.0","4.0","2.0","2.0","5.0","2.0","2.0","5.0","1.0","4.0","3.0","4.0","1.0","4.0"
"13303","NBPF8","4.0","3.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","2.0","4.0"
"13304","NBPF9","4.0","3.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","2.0","4.0"
"13305","NBPF10","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","2.0","4.0"
"13306","NBPF11","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13307","NBPF12","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13308","NBPF14","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13309","NBPF15","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13310","NBPF20","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","5.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"13311","NBPF21P","4.0","3.0","3.0","4.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","4.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
